name,team_name,league,registered_position,age,speed,acceleration,dribbling,ball_control,low_pass,finishing,defensive_awareness,physical_contact,stamina,kicking_power,heading,tight_possession
J. DONKOR,FORTUNA SITTARD,Eredivisie,LWF,22,74,76,68,63,65,63,56,66,69,68,65,66
Y. SENESI,VENEZIA,Serie BKT,SS,23,75,76,70,68,63,63,50,68,70,72,64,66
F. TORRES,BANFIELD,Liga Profesional de Fútbol,CB,21,76,75,64,62,64,47,67,65,69,72,67,60
R. BOUALLAK,TROYES,Ligue 2 BKT,GK,21,60,58,45,49,53,40,46,78,56,77,70,46
C. ALBORNOZ,ATLÉTICO TUCUMÁN,Liga Profesional de Fútbol,CMF,20,71,68,60,66,74,55,65,76,70,76,68,64
A. LAGOS,ATLÉTICO TUCUMÁN,Liga Profesional de Fútbol,CB,19,73,69,56,62,58,48,65,73,68,69,70,61
H. EL KABABRI,ZULTE-WAREGEM,Jupiler Pro League,DMF,20,77,75,62,62,63,54,61,69,68,65,62,61
F. PERRONE,VÉLEZ SARSFIELD,Liga Profesional de Fútbol,GK,21,63,64,56,56,60,40,62,85,58,79,70,52
J. GARCÍA,VÉLEZ SARSFIELD,Liga Profesional de Fútbol,RB,19,72,68,59,63,65,47,65,74,68,70,70,62
J. ANDRÉSSON,READING BW,English 2nd Division,GK,19,56,54,49,51,55,40,53,72,56,74,64,46
JORGE VILELA,Free Agents,Free Agent,CMF,24,67,66,61,67,66,54,70,76,72,70,66,63
SÉRGIO SANTOS,PORTIMONENSE,Liga NOS,RWF,22,79,77,64,63,62,65,45,67,69,66,60,61
RAFAEL FURTADO,PARANÁ,BRASILEIRÃO SÉRIE B 2020,CF,21,70,73,64,63,59,68,46,77,68,73,72,60
H. KAYA,ANKARAGÜCÜ,Süper Lig,RWF,25,75,77,71,67,61,60,50,60,71,68,60,65
S. ZOBO,TOULOUSE,Ligue 2 BKT,CF,20,72,74,66,65,60,69,50,73,74,66,73,61
D. DI FRANCESCO,ASCOLI,Serie BKT,LWF,19,74,74,66,66,64,65,50,65,68,67,62,65
F. DONATI,EMPOLI,Serie BKT,CB,19,71,70,62,64,62,50,70,72,72,63,66,62
J. HERNÁNDEZ,DEPORTES TOLIMA,Liga BetPlay DIMAYOR,RWF,21,80,82,74,70,64,64,43,62,65,68,60,66
A. SÖNDERGAARD,WOLVERHAMPTON YB,English League,GK,19,54,56,42,45,44,41,43,71,54,65,60,43
P. ROVAGLIA,CHIEVO,Serie BKT,CF,19,71,68,64,65,63,68,48,76,70,72,68,63
G. CRETTAZ,MÁLAGA AB,Spanish 2nd Division,GK,20,60,56,43,44,45,40,42,68,52,66,60,45
CRISTO,MÁLAGA AB,Spanish 2nd Division,LB,20,76,74,69,62,62,52,59,63,75,65,60,61
U. GÜNEŞ,ALANYASPOR,Süper Lig,AMF,20,70,75,70,69,72,59,51,61,66,69,61,71
I. BREMPT,CLUB BRUGGE,Jupiler Pro League,RB,18,70,68,60,63,64,50,68,73,66,72,70,61
DANIEL,GOIÁS,BRASILEIRÃO ASSAÍ 2020,LMF,21,75,73,66,67,65,60,55,65,68,70,60,64
PAU RESTA,GIRONA R,Spanish 2nd Division,CB,20,67,65,61,63,64,58,68,71,67,65,72,60
RICARDO MATOS,ASCOLI,Serie BKT,RWF,20,72,73,67,66,65,65,52,66,68,71,63,66
GUSTAVO HENRIQUE,BOTAFOGO SP,BRASILEIRÃO SÉRIE B 2020,CF,25,71,70,63,67,59,73,46,73,66,69,70,61
R. MEDFORD-SMITH,Free Agents,Free Agent,LB,22,70,73,62,64,58,51,57,65,74,67,63,66
KAYKY,FLUMINENSE,BRASILEIRÃO ASSAÍ 2020,AMF,17,70,72,66,70,70,63,52,63,68,66,60,68
ZECA,GOIÁS,BRASILEIRÃO ASSAÍ 2020,CF,23,70,69,64,68,65,67,51,71,67,68,70,63
D. MARKOV,SPARTAK MOSKVA,Tinkoff Russian Premier Liga,GK,19,67,60,49,47,58,40,57,80,55,79,60,51
S. AUGUSTIJNS,RKC WAALWIJK,Eredivisie,DMF,21,69,74,62,63,64,56,63,70,68,67,62,69
LUCAS PARAÍBA,NÁUTICO,BRASILEIRÃO SÉRIE B 2020,AMF,22,67,68,68,72,70,66,50,61,68,67,60,70
M. MUKHIN,LOKOMOTIV MOSKVA,Tinkoff Russian Premier Liga,AMF,19,71,73,73,72,67,62,50,60,69,73,60,69
P. BONET,RENNES,Ligue 1 Uber Eats,GK,17,60,59,44,49,55,42,47,80,63,77,70,50
A. MAIR,Free Agents,Free Agent,GK,19,56,53,42,43,44,41,45,73,52,66,70,43
F. SASERE,LUGANO,Raiffeisen Super League,CF,22,73,70,64,62,61,70,51,79,67,71,74,59
B. TRAORÉ,METZ,Ligue 1 Uber Eats,CMF,19,73,71,68,65,66,65,67,68,69,68,66,69
S. RIMOLI,LECCE,Serie A TIM,LWF,19,76,75,67,66,61,64,55,62,68,74,62,64
J. POLMART,BG PATHUM UNITED,TOYOTA Thai League,CMF,20,77,76,65,68,68,56,53,62,75,72,60,65
L. ANDRADA,RACING CLUB,Liga Profesional de Fútbol,CMF,19,72,70,66,68,71,60,57,68,67,67,62,68
A. VALENCIA,SANTIAGO WANDERERS,Campeonato PlanVital,RWF,19,71,74,68,69,65,65,47,65,65,66,62,70
N. DILIBERTO,VALENCIENNES,Ligue 2 BKT,AMF,19,73,72,68,71,70,62,52,60,70,64,62,70
M. TAYLOR,MANCHESTER UNITED,English League,CB,20,65,63,59,64,62,52,72,72,65,71,67,62
L. FALBO,LAZIO,Serie A TIM,LB,20,73,72,66,65,64,58,63,63,69,69,63,62
A. DESCOTTE,SPORTING CHARLEROI,Jupiler Pro League,RWF,17,75,77,67,70,63,67,43,63,62,72,63,68
R. SMIT,HEERENVEEN,Eredivisie,CF,19,75,72,67,66,63,68,47,67,68,71,65,66
JULIO MARTÍNEZ,MÁLAGA AB,Spanish 2nd Division,CF,20,74,66,72,65,62,71,50,64,66,68,73,65
O. SYROTA,DYNAMO KYIV,Other European Leagues,CB,20,67,62,54,61,57,52,72,73,64,63,77,59
J. STANSFIELD,FULHAM W,English League,CF,18,73,76,66,64,60,67,56,63,74,71,65,63
B. SPENCER-ADAMS,WATFORD BY,English 2nd Division,CB,19,66,66,59,63,63,52,68,76,69,69,65,63
JORDAN,BOTAFOGO SP,BRASILEIRÃO SÉRIE B 2020,CB,21,68,65,63,65,67,45,67,73,66,76,71,62
JAVI DUARTE,CÁDIZ AA,Spanish 2nd Division,CMF,23,65,72,62,68,72,55,59,62,75,64,60,66
TOMÁS CASTRO,BELENENSES,Liga NOS,CMF,21,70,69,65,66,65,61,63,70,70,75,60,68
DANI PLOMER,LEGANÉS AB,Spanish League,LWF,22,72,73,73,69,58,67,50,69,64,65,67,60
LUIS POBLETE,ALBACETE BN,Spanish 2nd Division,CB,23,66,75,57,63,62,50,70,75,65,66,73,57
DANI ALBIAR,ALMERÍA RB,Spanish 2nd Division,AMF,20,69,70,71,71,68,63,50,60,65,65,60,70
MARCOS BASELGA,ZARAGOZA BA,Spanish 2nd Division,CF,21,70,70,65,65,58,69,50,67,68,72,68,64
F. FLORES,SAN LORENZO,Liga Profesional de Fútbol,CB,18,72,74,66,64,67,49,65,70,73,68,67,65
R. MITSAEV,DINAMO MOSKVA,Tinkoff Russian Premier Liga,GK,18,60,55,43,43,51,40,46,80,54,79,70,49
B. ROSA,WEST HAM RB,English League,DMF,20,71,68,62,67,65,60,60,66,69,68,60,67
F. KANOUTÉ,LA CORUÑA AB,Spanish 2nd Division,CMF,22,73,77,61,62,67,58,69,73,73,68,60,65
S. CHADER,CLERMONT,Ligue 2 BKT,CF,20,72,75,71,70,65,67,46,66,65,63,61,68
T. VAN DEN KEYBUS,CLUB BRUGGE,Jupiler Pro League,RWF,19,79,78,72,68,64,66,44,61,63,68,61,70
LUIS FELIPE,BRASIL DE PELOTAS,BRASILEIRÃO SÉRIE B 2020,CB,29,65,60,55,55,60,49,69,81,71,64,75,59
B. JOCIC,Free Agents,Free Agent,AMF,19,73,71,68,67,66,64,54,73,68,74,64,66
ELIVELTON,BOTAFOGO,BRASILEIRÃO ASSAÍ 2020,RB,20,75,75,65,65,63,56,57,63,66,63,60,68
S. RIGHETTI,PERUGIA,Serie BKT,LB,19,71,74,64,64,62,58,62,65,71,68,63,62
K. KENNEDY,RANGERS,Scottish Premiership,LWF,18,73,76,75,74,70,63,50,60,71,47,60,64
F. PORRU,Free Agents,Free Agent,RB,20,72,72,64,64,64,56,62,67,69,67,63,62
EDSON JUNIOR,BOTAFOGO SP,BRASILEIRÃO SÉRIE B 2020,DMF,21,69,73,60,62,62,53,69,73,75,68,66,61
C. ALCARAZ,RACING CLUB,Liga Profesional de Fútbol,CMF,18,73,70,63,63,70,57,65,68,68,69,65,64
J. CÁCERES,RACING CLUB,Liga Profesional de Fútbol,RB,20,77,75,66,65,64,53,60,62,67,69,63,65
RENATO,AVAÍ,BRASILEIRÃO SÉRIE B 2020,LMF,21,71,75,69,74,70,59,50,60,65,65,60,67
L. CAFFARATTI,CENTRAL CÓRDOBA SDE,Liga Profesional de Fútbol,GK,30,61,65,58,59,56,45,62,75,57,77,60,56
L. KOVACIC,O'HIGGINS,Campeonato PlanVital,GK,20,61,58,58,58,60,40,67,73,59,78,60,55
PEDRO HENRIQUE,INTERNACIONAL,BRASILEIRÃO ASSAÍ 2020,CB,19,67,64,55,62,64,45,68,76,72,69,67,57
FELIPE BARROS,FIGUEIRENSE,BRASILEIRÃO SÉRIE B 2020,RB,20,74,77,70,63,61,45,57,60,69,67,60,65
CARLOS EDUARDO,VITÓRIA,BRASILEIRÃO SÉRIE B 2020,CB,20,66,62,57,60,58,52,70,82,68,71,69,57
HENRIQUE PADILHA,JUVENTUDE,BRASILEIRÃO SÉRIE B 2020,SS,18,72,75,67,68,68,66,50,57,69,68,60,66
E. MERCADO,INDEPENDIENTE,Liga Profesional de Fútbol,CF,23,71,67,65,62,60,69,52,74,66,76,70,68
N. KOTIN,CSKA MOSKVA,Tinkoff Russian Premier Liga,CB,18,70,67,55,60,63,51,74,76,70,68,71,58
MATHEUS MENDES,ATLÉTICO MINEIRO,BRASILEIRÃO ASSAÍ 2020,GK,21,57,54,43,44,42,41,47,78,52,68,60,44
GABRIEL AIRES,JUVENTUDE,BRASILEIRÃO SÉRIE B 2020,CF,19,69,68,64,66,61,69,51,71,71,71,71,64
P. SABROSO,SPORT BOYS,Other Latin American Teams,CF,20,67,64,65,64,63,70,50,75,65,70,76,63
G. CAN,GRONINGEN,Eredivisie,CB,20,70,65,63,62,64,45,67,74,71,66,68,60
C. DALLE MURA,Free Agents,Free Agent,CB,18,69,68,63,63,66,55,72,72,67,66,71,60
GILSON,JUVENTUDE,BRASILEIRÃO SÉRIE B 2020,RWF,20,70,74,71,69,65,59,50,60,67,65,60,70
E. HERNÁNDEZ,UNIÓN LA CALERA,Campeonato PlanVital,CB,21,68,66,62,62,64,51,68,73,68,69,69,61
PEDRO AZEVEDO,BRASIL DE PELOTAS,BRASILEIRÃO SÉRIE B 2020,DMF,20,68,71,60,62,63,59,65,67,70,69,63,61
A. AGUINALDO,TRAT,TOYOTA Thai League,CB,25,72,68,58,64,64,45,68,66,75,72,70,57
A. SUKSAI,TRAT,TOYOTA Thai League,CMF,28,69,66,61,71,68,55,60,71,75,68,65,63
K. KUSHIDA,CHONBURI,TOYOTA Thai League,DMF,33,73,68,65,66,69,57,56,63,73,68,54,67
C. RAMÍREZ,PATRIOTAS BOYACÁ,Liga BetPlay DIMAYOR,CF,24,74,72,66,67,62,67,46,65,67,68,64,65
J. ESTUPIÑAN,INDEPENDIENTE MEDELLÍN,Liga BetPlay DIMAYOR,CMF,20,68,66,70,65,71,61,59,65,69,67,63,66
BIEL,OESTE,BRASILEIRÃO SÉRIE B 2020,RB,20,76,74,65,62,62,52,58,68,68,69,61,60
E. ROLDÁN,BOCA JUNIORS,Liga Profesional de Fútbol,CMF,20,73,76,70,68,65,61,56,64,70,65,60,68
LUCAS SENA,SÃO PAULO,BRASILEIRÃO ASSAÍ 2020,RB,19,72,74,69,68,66,51,59,62,68,69,60,67
RÚBEN GONÇALVES,RIO AVE,Liga NOS,CMF,22,68,69,65,67,69,59,55,65,70,72,60,65
R. DEL CAMPO,FAMALICÃO,Liga NOS,CF,20,68,66,63,64,60,68,52,74,69,73,67,65
A. BOKOVOY,SOCHI,Tinkoff Russian Premier Liga,LWF,20,73,79,72,69,67,67,45,60,68,71,60,67
M. BREITENMOSER,THUN,Raiffeisen Super League,CMF,22,75,77,69,72,66,64,52,62,72,68,61,71
D. KABAMBA KALONJI,DUNKERQUE,Ligue 2 BKT,CB,20,74,75,62,64,66,46,67,70,68,60,66,68
C. ÖZKACAR,OLYMPIQUE LYONNAIS,Ligue 1 Uber Eats,CB,20,68,65,52,60,68,47,70,80,64,67,72,57
A. PATTISON,WYCOMBE B,English 2nd Division,CMF,23,73,75,63,68,66,56,55,65,76,68,63,67
G. ZASEEV,KHIMKI,Tinkoff Russian Premier Liga,CMF,27,72,70,68,67,70,59,57,62,68,70,62,67
D. MASSURENKO,KHIMKI,Tinkoff Russian Premier Liga,CF,21,75,77,71,70,65,68,45,62,71,71,62,67
I. ANDERSON,Free Agents,Free Agent,RB,23,75,73,65,61,60,55,62,61,70,65,60,60
F. PALACIOS,Free Agents,Free Agent,RB,30,72,71,63,60,60,56,63,67,70,68,65,59
A. PREPELIŢĂ,Free Agents,Free Agent,CB,23,67,63,54,58,60,51,71,77,66,66,75,59
A. GRJAZNOVS,Free Agents,Free Agent,DMF,23,71,74,62,66,67,55,57,68,75,66,60,63
I. ANTONOV,Free Agents,Free Agent,CMF,28,67,67,69,65,68,59,66,66,70,65,61,66
M. AINSALU,Free Agents,Free Agent,CMF,24,66,63,65,67,71,59,58,70,68,64,60,66
M. MILLER,Free Agents,Free Agent,CMF,23,68,68,69,69,69,59,58,65,69,65,60,66
C. MENA,DEPORTIVO PEREIRA,Liga BetPlay DIMAYOR,RWF,18,73,77,70,66,61,63,50,63,68,67,60,65
D. ALFONZO,BOYACÁ CHICÓ,Liga BetPlay DIMAYOR,RB,20,75,73,61,60,63,53,65,67,70,66,64,59
A. HASIĆ,BEŞİKTAŞ,Süper Lig,RWF,19,73,76,72,69,63,65,52,64,60,69,60,67
I. SMEULERS,FEYENOORD,Eredivisie,LB,20,70,70,65,63,64,45,68,68,63,68,68,60
DUDU,JUVENTUDE,BRASILEIRÃO SÉRIE B 2020,LB,18,76,75,69,61,63,51,58,65,69,68,63,64
G. OLZER,Free Agents,Free Agent,AMF,19,70,73,71,69,63,63,47,65,71,76,60,67
L. ROMERO,MALLORCA RN,Spanish League,AMF,16,76,84,76,72,63,61,50,60,67,65,52,68
RAUL MORO,LAZIO,Serie A TIM,LWF,18,75,78,73,72,62,64,47,60,68,67,61,68
MARLON,FLUMINENSE,BRASILEIRÃO ASSAÍ 2020,RWF,18,77,75,67,65,60,66,50,65,68,69,65,62
LUCÃO,GRÊMIO,BRASILEIRÃO ASSAÍ 2020,CB,18,70,73,60,59,62,45,68,74,67,69,68,58
NICOLAS,INTERNACIONAL,BRASILEIRÃO ASSAÍ 2020,LWF,19,75,75,70,64,62,65,50,60,68,67,60,63
BRUNO MIGUEL,OESTE,BRASILEIRÃO SÉRIE B 2020,CMF,20,65,64,63,69,70,64,57,69,68,69,64,66
WESLEY,BOTAFOGO SP,BRASILEIRÃO SÉRIE B 2020,RWF,20,69,73,73,70,65,63,48,60,65,65,60,72
FEDE OLIVERA,TENERIFE AB,Spanish 2nd Division,CB,25,75,71,60,62,62,53,68,70,68,66,68,58
ÁLEX BLESA,LEVANTE RA,Spanish League,CMF,18,72,75,63,67,67,61,50,65,69,73,60,72
J. THOMAS,Free Agents,Free Agent,RB,19,77,81,61,60,63,52,58,65,69,69,60,61
J. WEHKING,FORTUNA SITTARD,Eredivisie,GK,20,68,65,50,54,56,40,57,70,61,75,61,46
J. YOUNG,NEWCASTLE WB,English League,DMF,20,67,68,61,67,66,59,61,62,70,66,60,70
L. BATE,Free Agents,Free Agent,CMF,18,71,76,64,67,68,59,54,60,67,66,60,71
D. PAVLOVIC,STANDARD LIÈGE,Jupiler Pro League,DMF,19,67,72,62,65,66,59,66,67,66,74,67,64
M. DEMİR,İSTANBUL BAŞAKŞEHİR,Süper Lig,LWF,22,70,74,71,68,64,67,50,60,67,67,51,70
TSAI LI-CHING,ADO DEN HAAG,Eredivisie,LWF,22,76,76,72,67,63,58,52,63,70,66,60,68
CALEBE,ATLÉTICO MINEIRO,BRASILEIRÃO ASSAÍ 2020,CMF,20,68,71,70,70,71,61,55,61,66,65,60,71
PEDRINHO,SÃO PAULO,BRASILEIRÃO ASSAÍ 2020,AMF,18,68,72,72,68,70,65,48,61,66,67,60,72
N. BELOUSOV,UFA,Tinkoff Russian Premier Liga,DMF,18,71,75,61,65,71,55,56,65,72,63,61,67
D. GUEYE,Free Agents,Free Agent,CF,25,71,60,62,67,58,70,48,81,63,72,75,61
M. OKOYE,SPARTA ROTTERDAM,Eredivisie,GK,21,64,65,46,52,57,40,54,84,60,74,70,46
J. MADDOX,SOUTHAMPTON RW,English League,AMF,22,70,72,71,67,67,61,55,62,70,68,62,70
M. PICOULEAU,VALENCIENNES,Ligue 2 BKT,CMF,20,69,73,70,71,68,61,58,60,67,63,60,72
A. SAVIN,LOKOMOTIV MOSKVA,Tinkoff Russian Premier Liga,GK,21,64,55,49,53,53,40,57,83,54,83,70,46
A. SILJANOV,LOKOMOTIV MOSKVA,Tinkoff Russian Premier Liga,LB,19,72,66,65,65,56,54,67,73,70,72,73,65
N. IOSIFOV,LOKOMOTIV MOSKVA,Tinkoff Russian Premier Liga,LWF,19,75,80,69,68,61,62,55,60,64,66,61,67
D. WHITEHALL,KILMARNOCK,Scottish Premiership,CF,25,72,74,63,64,58,67,51,71,74,71,65,62
N. BOCHKO,KRASNODAR,Tinkoff Russian Premier Liga,RB,21,73,71,63,63,61,54,64,62,71,64,66,61
M. HUMMES,VITÓRIA SETÚBAL,Other European Leagues,DMF,25,67,66,68,67,68,59,58,65,68,65,57,64
G. BRASIL,CD AVES,Other European Leagues,DMF,25,67,66,68,67,68,59,58,65,68,65,57,64
B. SCHWAKE,LIVINGSTON,Scottish Premiership,GK,19,62,58,53,54,59,40,57,73,59,70,60,46
MIGUEL PINTO,Free Agents,Free Agent,AMF,24,69,69,68,70,69,61,54,63,71,73,61,67
ALISSON,Free Agents,Free Agent,SS,34,68,71,64,64,61,70,51,77,67,73,74,59
T. TAMAS,MONTPELLIER,Ligue 1 Uber Eats,LB,19,72,74,60,63,62,53,64,67,69,63,65,62
A. KAMARDIN,OLYMPIQUE MARSEILLE,Ligue 1 Uber Eats,CB,18,70,68,61,66,65,51,68,69,66,62,70,64
U. BERTELLI,OLYMPIQUE MARSEILLE,Ligue 1 Uber Eats,AMF,17,71,74,71,73,68,62,55,60,66,63,53,72
A. KORENBLYUM,ROSTOV,Tinkoff Russian Premier Liga,AMF,18,75,76,71,69,65,63,56,61,71,63,60,66
A. SANDRACHUK,ZENIT,Tinkoff Russian Premier Liga,RB,18,72,76,64,63,62,50,62,61,70,69,63,61
D. SERGEEV,ZENIT,Tinkoff Russian Premier Liga,DMF,20,70,69,60,66,64,56,68,69,73,69,68,65
I. VAKHANIYA,ZENIT,Tinkoff Russian Premier Liga,LB,19,73,74,66,64,60,56,58,63,69,71,62,62
V. SIMUTENKOV,ZENIT,Tinkoff Russian Premier Liga,CMF,19,70,72,67,68,67,65,54,68,70,70,61,67
N. SIMDYANKIN,ZENIT,Tinkoff Russian Premier Liga,LWF,19,73,70,69,69,64,66,52,67,65,70,64,70
N. HOLM,VITÓRIA GUIMARÃES,Liga NOS,CF,19,73,75,67,65,62,70,49,65,68,68,75,62
M. RENTE,HERACLES,Eredivisie,CB,23,71,69,59,64,67,47,64,71,77,69,68,61
N. LANGRAS,RKC WAALWIJK,Eredivisie,RB,19,75,73,64,64,63,52,64,62,67,66,63,65
F. SOUČEK,SPARTA PRAHA,Other European Leagues,CMF,20,71,69,65,71,68,61,58,66,69,70,63,70
A. GUEYE,ROYAL EXCEL MOUSCRON,Jupiler Pro League,CB,21,68,72,62,60,65,49,65,75,69,78,70,60
D. NLANDU,ROYAL EXCEL MOUSCRON,Jupiler Pro League,CMF,20,73,76,64,65,65,54,56,63,75,75,60,67
L. GELMI,Free Agents,Free Agent,GK,19,61,57,50,52,57,40,48,78,55,78,70,49
G. IATROUDIS,AEK ATHENS,Other European Leagues,CF,21,69,64,64,67,61,72,53,70,65,73,74,62
PEDRO SIMÕES,FARENSE,Liga NOS,CMF,21,70,71,68,71,68,60,51,64,71,66,60,69
M. MANHOEF,VITESSE,Eredivisie,LB,18,76,75,66,64,63,54,59,64,68,66,61,61
R. KUIJPERS,VITESSE,Eredivisie,RWF,20,74,75,68,65,62,65,51,61,66,67,61,65
C. STARING,TWENTE,Eredivisie,DMF,19,70,67,62,68,69,57,65,64,67,70,65,66
I. DOUKOURE,VALENCIENNES,Ligue 2 BKT,CB,17,68,65,61,66,63,51,71,73,64,66,72,64
İ. YÜKSEK,FENERBAHÇE,Süper Lig,DMF,21,69,66,63,67,65,60,60,66,74,69,72,65
W. TAIBI,ANGERS,Ligue 1 Uber Eats,CMF,18,72,70,66,72,71,65,55,65,64,71,63,68
K. BENVINDO,BREST,Ligue 1 Uber Eats,RWF,19,73,75,70,67,64,63,51,60,66,64,60,71
A. MÉNDEZ,AJAX,Eredivisie,CMF,20,73,73,64,69,67,58,56,64,72,67,60,67
LUIS FELIPE,PSV,Eredivisie,CB,19,70,69,60,64,64,45,68,72,67,66,70,61
N. MONZANGO,AMIENS,Ligue 2 BKT,CB,19,68,66,59,63,62,54,70,70,64,62,74,64
A. DEVINE,TOTTENHAM WB,English League,CMF,20,70,77,62,66,71,59,61,64,67,66,60,67
M. POLIDAR,SPARTA PRAHA,Other European Leagues,SS,21,72,74,65,61,63,67,61,70,69,68,64,56
F. CHAMORRO,PALESTINO,Campeonato PlanVital,CMF,19,70,68,65,68,70,60,63,68,69,67,60,67
M. DE WAAL,AJAX,Eredivisie,AMF,18,72,74,64,69,68,60,54,63,67,70,62,70
E. LLANSANA,AJAX,Eredivisie,DMF,19,70,72,63,65,68,55,57,65,73,65,62,68
M. GHAZI,SHAHR KHODROU,AFC Champions League,CF,36,71,69,66,62,69,70,42,70,70,73,73,60
MOHAMMED HAMEED,AL SHORTA,AFC Champions League,GK,27,62,59,49,52,57,45,51,79,63,76,62,46
T. SRISAI,CHIANGRAI UNITED,AFC Champions League,CB,31,62,66,59,62,67,58,67,73,76,66,69,55
AHMED SUFYAN,AL DUHAIL,AFC Champions League,GK,30,59,61,52,56,56,45,56,71,60,73,64,46
IBRAHIM AL ZUBAIDI,AL TAAWOUN,AFC Champions League,LB,31,71,78,57,56,59,52,59,67,78,73,60,61
K. YOSHIMARU,VISSEL KOBE,AFC Champions League,GK,24,66,68,56,60,62,45,60,75,59,74,60,53
AHMED MAHMOUD,SHARJAH,AFC Champions League,GK,31,63,64,45,43,45,46,56,71,62,72,60,46
MOHAMMED KHALFAN,AL AIN,AFC Champions League,LWF,22,74,72,70,64,62,64,53,63,73,70,60,68
R. NAVIDKIA,SEPAHAN,AFC Champions League,AMF,37,68,75,66,69,68,61,54,64,62,70,62,74
R. MIRZAEI,SEPAHAN,AFC Champions League,RWF,24,78,77,67,61,61,63,54,70,73,68,61,62
LI HAOWEN,SHANGHAI SIPG,AFC Champions League,CF,27,70,72,65,66,63,67,55,72,68,72,67,65
D. YAKHSHIBAEV,PAKHTAKOR,AFC Champions League,RWF,23,75,78,74,71,61,63,49,62,70,64,60,69
HAMAD ABDULLA NASSER,AL AIN,AFC Champions League,GK,24,60,54,46,50,55,45,52,73,53,64,60,48
LEI WENJIE,SHANGHAI SIPG,AFC Champions League,LWF,23,73,70,69,66,66,64,55,70,67,68,62,66
MOHAMMED JABER,SHABAB AL AHLI DUBAI,AFC Champions League,CB,31,65,68,56,60,61,51,75,74,67,67,73,55
SALEM SULTAN,SHARJAH,AFC Champions League,CB,27,73,70,57,59,58,56,64,72,68,75,71,56
H. POURHAMIDI,ESTEGHLAL,AFC Champions League,GK,22,58,55,47,48,53,40,55,78,54,79,65,45
NASSER AL YAZIDI,AL DUHAIL,AFC Champions League,CMF,20,71,75,65,67,68,55,56,64,77,65,63,60
FAHAD A. AL RASHIDI,AL TAAWOUN,AFC Champions League,RWF,23,75,74,70,68,65,61,56,61,69,67,61,66
MANSOUR ALMUWALLAD,AL TAAWOUN,AFC Champions League,CF,23,78,72,65,63,59,70,52,62,66,71,66,61
S. LEE-OH,CHIANGRAI UNITED,AFC Champions League,CB,23,70,70,56,59,64,52,67,74,76,68,67,53
K. YAJIMA,F.C. TOKYO,AFC Champions League,CF,25,67,65,66,66,65,70,49,71,64,68,75,65
C. BURAN,CHIANGRAI UNITED,AFC Champions League,LMF,25,75,77,66,64,60,66,51,63,75,76,60,66
YAHYA ALGHASSANI,AL WAHDA,AFC Champions League,LWF,22,77,76,71,65,61,60,47,60,74,69,62,67
PARK HA-BEAN,ULSAN HYUNDAI,AFC Champions League,AMF,23,71,71,66,66,65,61,58,67,68,68,62,65
AZRIF NASRULHAQ B.H.,JOHOR DARUL TA'ZIM,AFC Champions League,RB,29,72,74,65,66,64,50,64,60,73,61,63,69
FADHLI MOHD SHAS,JOHOR DARUL TA'ZIM,AFC Champions League,CB,29,73,70,56,65,66,45,69,73,73,66,71,58
SYAZWAN ANDIK ISHAK,JOHOR DARUL TA'ZIM,AFC Champions League,LB,24,74,74,67,63,62,57,62,60,70,66,70,66
J. KING,SYDNEY,AFC Champions League,LB,20,71,72,64,64,63,53,61,64,70,65,60,66
KHALID AL BALOUSHI,AL AIN,AFC Champions League,CMF,21,74,77,65,67,67,62,56,60,75,69,62,69
MOHAMMED KHALFAN,SHARJAH,AFC Champions League,CF,28,67,70,67,63,66,70,55,65,67,66,60,64
YAZEED AL BAKR,AL AHLI SAUDI,AFC Champions League,RB,25,75,69,61,63,62,45,70,66,67,67,65,58
A. GHOLAMI,ESTEGHLAL,AFC Champions League,CB,23,68,72,56,60,60,52,70,73,66,62,72,54
A. SADEGHI,SHAHR KHODROU,AFC Champions League,CMF,35,66,65,67,66,70,57,58,65,66,74,60,64
F. FARAJI,SHAHR KHODROU,AFC Champions League,CB,26,64,64,60,60,65,45,68,68,66,66,75,58
M. KARIMI,SEPAHAN,AFC Champions League,CMF,24,73,75,63,68,67,57,59,67,76,67,62,70
ALI MOHAMMED,SHARJAH,AFC Champions League,RB,29,70,71,63,60,65,45,69,67,67,68,65,59
OMAR AHMED,SHARJAH,AFC Champions League,CMF,22,66,68,67,67,69,59,58,65,68,64,61,64
KARRAR MOHAMMED,AL SHORTA,AFC Champions League,CB,31,70,65,63,69,67,55,64,72,75,69,62,65
MOHAMMAD MAZHAR,AL SHORTA,AFC Champions League,CMF,22,70,66,65,68,70,56,55,62,74,71,60,62
KIM TAE-HWAN,SUWON SAMSUNG BLUEWINGS,AFC Champions League,RB,20,70,74,62,64,63,55,63,64,66,68,60,62
OH HYUN-GYU,SUWON SAMSUNG BLUEWINGS,AFC Champions League,CF,19,71,68,62,64,60,67,52,74,68,67,68,65
S. ANDERSEN,KØBENHAVN,3F Superliga,GK,39,67,73,57,57,61,45,42,83,62,77,60,48
JOSEP GÓMES,Free Agents,Free Agent,GK,35,56,51,50,45,53,40,49,79,54,72,70,46
M. MEERITS,Free Agents,Free Agent,GK,28,59,59,54,53,59,43,41,82,58,79,62,46
K. WATTAYAWONG,SUPHANBURI,TOYOTA Thai League,LMF,26,73,72,67,67,65,61,52,64,67,68,60,65
