Rndrng_Prvdr_First_Name,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_Type,Tot_Benes,Bene_Avg_Age
kendal,towle,nurse practitioner,25,73
shqiponja,kuka,physician assistant,14,76
nicole,torres,occupational therapist in private practice,52,70
ethan,brown,emergency medicine,30,71
margaret,seaver,hospice and palliative care,15,77
joaquin,rodriguez,internal medicine,23,72
steven,harris,chiropractic,36,76
barry,boyd,oral surgery (dentist only),25,67
steven,trillet,obstetrics & gynecology,42,68
laima,bendel,anesthesiology,25,73
jose,aranez,obstetrics & gynecology,35,68
nathaniel,lewis,physician assistant,23,66
alissa,ventura,physician assistant,18,77
michael,trowbridge,otolaryngology,13,69
ellen,jackson,chiropractic,46,76
keith,kenitzer,chiropractic,33,73
steven,bernstorf,optometry,24,72
kenneth,webb,certified registered nurse anesthetist (crna),23,69
renee,larsen,physician assistant,35,77
andreas,kuhn,family practice,22,72
catherine,cunagin,orthopedic surgery,24,78
thanuja,liyanarachchi,family practice,20,68
michael,cohen,chiropractic,23,71
heather,friedt,physician assistant,26,71
heather,ettinger,physician assistant,23,72
marcus,pierce,chiropractic,40,74
zachary,macinski,neurology,24,69
joseph,coleman,physician assistant,33,67
julie,sheehan,certified registered nurse anesthetist (crna),21,69
matthew,shtrahman,neurology,20,70
jessica,eick,physician assistant,14,68
igor,neyman,internal medicine,11,78
mireille,moise,vascular surgery,27,73
charles,porter,physical therapist in private practice,21,70
dalene,evans,physician assistant,23,70
kristie,smith,audiologist,27,76
jennifer,borson,obstetrics & gynecology,29,71
aaron,ramos,chiropractic,32,69
carlyle,smart,chiropractic,28,75
melanie,posch,occupational therapist in private practice,18,72
kristen,mosley,physician assistant,40,61
mark,cowan,general surgery,19,75
brenna,mcguire,obstetrics & gynecology,26,62
tegan,otto,physical therapist in private practice,28,70
maxwell,noe,emergency medicine,16,77
luke,williams,physician assistant,21,75
matthew,watanatraibhob,physical therapist in private practice,41,75
mija,khan,plastic and reconstructive surgery,17,73
ashley,struemph,certified clinical nurse specialist,25,68
anthony,catanzano,orthopedic surgery,12,69
yangyang,yu,nurse practitioner,14,73
natondra,powell,family practice,20,71
irene,dixon,physician assistant,15,66
tamicha,gooden,nurse practitioner,44,70
christian,hinrichs,physical therapist in private practice,33,71
shan,jiang,obstetrics & gynecology,23,70
sarah,laper,internal medicine,15,69
jessica,schwinck,nurse practitioner,22,69
machya,spelletich-pecoraro,nurse practitioner,22,72
mandi,tomazic,nurse practitioner,35,71
jennifer,ericson,physician assistant,24,72
rebecca,lamberton,nurse practitioner,27,71
zachary,morrison,optometry,41,75
alison,stickel,physician assistant,21,68
haley,jacobs,physical therapist in private practice,25,73
kristina,leclair,certified registered nurse anesthetist (crna),22,72
kyle,ansbach,physical therapist in private practice,24,71
maureen,taylor,certified registered nurse anesthetist (crna),19,72
derek,amerman,anesthesiology assistant,33,74
samantha,robe,nurse practitioner,20,70
jessica,benesch,physician assistant,17,68
alex,kopek,chiropractic,34,74
jennifer,mcdannel,chiropractic,22,71
luis,lahud,anesthesiology,22,76
christa,warthling,physician assistant,14,63
christopher,severson,emergency medicine,24,64
teresa,oltmans,physical therapist in private practice,30,68
leslie,bubela,optometry,39,75
alan,guhlke,anesthesiology,17,69
pradnya,deshmukh,physical therapist in private practice,22,72
phillip,roy,optometry,50,73
robin,leder,general practice,35,70
lance,jeppesen,chiropractic,52,76
anna,denham,emergency medicine,26,75
daniel,greene,obstetrics & gynecology,54,72
michael,schied,obstetrics & gynecology,43,71
edward,mcgonigal,anesthesiology,24,76
anton,schuster,physical therapist in private practice,30,73
michelle,robinson,physician assistant,29,71
grace,huang,endocrinology,21,63
mona,shah,general surgery,16,73
chandra,ljunggren,obstetrics & gynecology,54,68
danielle,hazard,obstetrics & gynecology,27,67
brent,manley,chiropractic,46,72
joslyn,reyes,physician assistant,28,73
melissa,shaffron,physician assistant,33,73
matthew,schneider,physician assistant,15,69
adrienne,carlson,physical therapist in private practice,30,72
abbey,pikul,nurse practitioner,16,65
carolyn,emerick,family practice,19,70
leanne,thalji,anesthesiology,23,62
alison,dixon,obstetrics & gynecology,26,59
alexander,lineback,optometry,16,71
jordan,neighbors,obstetrics & gynecology,25,68
matthew,wieland,physician assistant,34,75
michelle,hill,physician assistant,23,74
joann,binns,nurse practitioner,41,71
anjuli,bodapati,"psychologist, clinical",16,72
anastasia,grindle,audiologist,23,75
maria,perez,certified registered nurse anesthetist (crna),32,73
sharon,winters,occupational therapist in private practice,22,70
heather,ferguson,nurse practitioner,12,74
macy,osborn,family practice,24,72
danielle,rainville,occupational therapist in private practice,16,71
collin,decker,certified registered nurse anesthetist (crna),25,64
melissa,wolf,physical therapist in private practice,39,73
jonathan,toje,certified registered nurse anesthetist (crna),21,73
tyler,meseke,physician assistant,17,69
alyson,shuty,physician assistant,32,71
kai ling,clark,physical therapist in private practice,23,74
cristian,de la cruz,physical therapist in private practice,37,71
colette,vossler-welch,audiologist,31,75
margaret,nguyen,physician assistant,16,69
madison,steele,physician assistant,14,77
luisa,martins,physician assistant,15,73
jessica,blandford,nurse practitioner,31,68
cooper,mocarski,chiropractic,31,75
kayla,filoon,occupational therapist in private practice,28,70
kevin,wohletz,certified registered nurse anesthetist (crna),17,71
michael,mcvady,chiropractic,18,68
joel,weinstock,gastroenterology,23,65
eleanor,howard,licensed clinical social worker,13,72
deborah,levine,diagnostic radiology,23,66
michael,werdmann,emergency medicine,35,71
peter,millward,pathology,22,72
shelly,walker-adams,internal medicine,33,77
salena,pho,optometry,28,73
meredith,gruenwald,certified nurse midwife,29,69
jeffrey,engel,emergency medicine,21,75
leigh,walsh,obstetrics & gynecology,40,67
jonathan,curzon,chiropractic,36,74
olatunji,akintilo,family practice,16,74
anna,clark,physician assistant,19,72
theodore,barko,chiropractic,33,71
yaron,lohr,chiropractic,26,71
michael,maley,chiropractic,26,69
sook,chai,optometry,19,70
prajakta,deshpande,family practice,33,71
edwin,wilkins,plastic and reconstructive surgery,19,60
erica,perry,certified registered nurse anesthetist (crna),26,71
brahim,ouais,chiropractic,16,73
mark,vojtko,certified registered nurse anesthetist (crna),30,74
melissa,shera,chiropractic,20,65
robinson,le,chiropractic,20,72
gopi,voonna,maxillofacial surgery,17,73
ronald,geiger,chiropractic,31,72
jonathan,snyder,physician assistant,28,69
johanna,hamel,neurology,36,64
yulanda,greene,anesthesiology assistant,21,71
kristin,alves,orthopedic surgery,24,76
regina,mccutcheon,obstetrics & gynecology,25,61
jennifer,ng,obstetrics & gynecology,21,66
niketa,solanki,physical therapist in private practice,23,75
loan,lao,optometry,21,74
tienne,randolph,obstetrics & gynecology,29,68
jessica,morton,nurse practitioner,38,71
nathan,clarke,neurology,23,64
victoria,james,otolaryngology,22,71
mary,allen,certified registered nurse anesthetist (crna),25,73
genevieve,rambau,orthopedic surgery,20,72
nicholas,danford,orthopedic surgery,23,70
paul,hercules,physical therapist in private practice,39,72
victoria,snyder,physician assistant,14,76
jordyn,dinardo,physician assistant,26,65
michael,hannett,physical therapist in private practice,33,74
paul,britt,chiropractic,43,71
rebecca,watson,physical therapist in private practice,30,71
christopher,shores,nurse practitioner,21,75
kevin,carey,occupational therapist in private practice,19,69
kelly,west,anesthesiology,23,72
sonia,mukhdomi,physician assistant,39,69
nicole,clendenin,nurse practitioner,19,69
elizabeth,halicki,nurse practitioner,23,71
maria,khalil,internal medicine,18,72
collin,hafen,family practice,14,72
bret,loefstedt,physician assistant,25,71
todd,herbert,physician assistant,19,78
donna,green,nurse practitioner,19,77
kim,phu,occupational therapist in private practice,42,75
zachary,morris,certified registered nurse anesthetist (crna),14,68
sara,diacik,physician assistant,23,74
kasandra,reed,nurse practitioner,24,75
jeffrey,kerby,general surgery,14,73
michael,pascale,anesthesiology,25,73
jonathan,lo,chiropractic,46,74
andrea,marx,rheumatology,30,71
eissa,asemani,anesthesiology,29,71
keith,norvill,neurosurgery,17,74
david,dries,general surgery,19,65
pamela,conner,nurse practitioner,20,69
carol,gorney,physician assistant,16,71
janna,deason,nurse practitioner,17,78
torry,slawson,chiropractic,49,73
babak,rashidi,general surgery,23,76
joseph,sippel,undersea and hyperbaric medicine,23,69
joshua,auzenne,chiropractic,30,73
anne,fiore,nurse practitioner,42,73
oluwaseun,falade,infectious disease,17,66
rex,moulton-barrett,plastic and reconstructive surgery,29,78
wendell,turner,obstetrics & gynecology,27,70
jessica,kiley,obstetrics & gynecology,39,62
shadi,shakoori,chiropractic,28,72
sandesh,sreenath nagamani,internal medicine,22,64
michael,erickson,chiropractic,22,67
june,ring,nurse practitioner,26,74
suchetha,kshettry,obstetrics & gynecology,26,69
jodi,wojcik,nurse practitioner,19,69
eiliana,bitar,obstetrics & gynecology,20,65
sarah,burke,obstetrics & gynecology,14,62
danielle,ager,"psychologist, clinical",16,66
amanda,naramore,nurse practitioner,38,64
derek,anderson,chiropractic,19,78
charlene,carroll,audiologist,36,74
kerry,williams,nurse practitioner,16,72
justin,taylor,chiropractic,18,66
jakeb,bowyer,physical therapist in private practice,28,73
allison,slijepcevic,otolaryngology,28,71
inconnu,"alliance mri lake houston, llc",independent diagnostic testing facility (idtf),33,72
veronika,levin,obstetrics & gynecology,36,65
jessica,schreck,nurse practitioner,32,65
melissa,rusli,internal medicine,14,72
jesse,jamieson,physician assistant,17,74
rachel,leland,optometry,24,68
tracey,alves,nurse practitioner,16,74
michelle,matzko,infectious disease,14,74
julie,spring,certified registered nurse anesthetist (crna),27,74
sean,yoder,nurse practitioner,13,75
laura,galloway,audiologist,30,74
melissa,armstrong,certified registered nurse anesthetist (crna),20,72
eric,bendicion,optometry,25,71
kaitlin,justice,nurse practitioner,34,69
gabriella,didiano,physical therapist in private practice,27,73
amy,wedge,physical therapist in private practice,19,75
meaghan,piegay,physician assistant,17,70
ronald,stimson,physical therapist in private practice,40,69
nabil,falconer,physical therapist in private practice,47,74
sandra,dunn,chiropractic,43,74
kristen,boretti,speech language pathologist,14,69
emily,ketterman,nurse practitioner,21,59
michael,ramsthaler,physical therapist in private practice,34,76
purnima,parthasarathy,infectious disease,15,69
ashton,kirkpatrick,chiropractic,44,76
robert,peck,physical therapist in private practice,35,71
brett,weyman,maxillofacial surgery,21,74
lawrence,frost,physician assistant,25,65
michelle,conkling,certified nurse midwife,25,74
kerry,breit,physician assistant,21,69
indira,nannapaneni,obstetrics & gynecology,27,71
robert,zwernemann,obstetrics & gynecology,37,70
randolph,ryan,chiropractic,50,75
scott,anderson,obstetrics & gynecology,36,69
anne,barba,"psychologist, clinical",17,74
shelley-ann,hope,obstetrics & gynecology,17,63
daniel,pituch,maxillofacial surgery,33,74
margaret,schnobrich,certified registered nurse anesthetist (crna),40,68
richard,mularski,pulmonary disease,20,74
anne,bower,physical therapist in private practice,39,73
jennifer,schnee,obstetrics & gynecology,38,73
andrew,felcher,hospitalist,18,69
vincent,vanek,general surgery,17,68
lisa,noyes-duguay,internal medicine,36,72
samuel,lance,plastic and reconstructive surgery,25,63
julie,belcher,obstetrics & gynecology,25,67
codruta,soneru,anesthesiology,21,67
susan,klein,nurse practitioner,35,73
matthew,banti,urology,14,70
heidi,bell,optometry,36,73
mark,elliott,chiropractic,31,69
catherine,holder,physician assistant,23,70
neil,mackay,physician assistant,26,75
ashley,plassio,physician assistant,21,74
nathan,steenblik,optometry,34,65
ruthann,devera,obstetrics & gynecology,25,70
elizabeth,gulleen,infectious disease,19,71
kendra,wood,nurse practitioner,15,75
christine,joy,optometry,39,74
joseph,ahn,gastroenterology,14,71
christine,wancket,speech language pathologist,14,75
abigail,cichon,physician assistant,19,76
audra,gehan,physical therapist in private practice,47,74
jeremy,baumgarten,physician assistant,20,74
jaye,downs,otolaryngology,19,75
marissa,van allen,certified registered nurse anesthetist (crna),19,74
sandy,ferri,certified registered nurse anesthetist (crna),37,63
eric,mather,chiropractic,33,69
jayasri,duggirala,internal medicine,15,76
tiffany,everett,physician assistant,17,73
patrick,labrode,physical therapist in private practice,29,74
tanner,toppen,chiropractic,32,70
christy,graves,nurse practitioner,15,74
christopher,hamann,physician assistant,17,71
christopher,sorrells,emergency medicine,26,68
gary,wormser,infectious disease,26,70
john,lang,critical care (intensivists),24,69
anas,al-janadi,hematology-oncology,24,76
timothy,crone,hospitalist,15,71
stephen,signore,physician assistant,13,73
robert,chin,obstetrics & gynecology,17,71
christopher,wong,physical therapist in private practice,25,70
michael,stowell,obstetrics & gynecology,44,66
alohna,morrow,family practice,16,70
tracey,miller,obstetrics & gynecology,26,71
ronald,curry,chiropractic,48,74
charlotte,kurtz,physician assistant,58,65
michael,ho,anesthesiology,17,65
serena,ho,optometry,23,76
annette,simmon,physician assistant,20,70
anne,rodriguez,certified registered nurse anesthetist (crna),23,72
amy,hite,internal medicine,20,60
nancy,bermon,family practice,19,73
harold,haraldsen,chiropractic,31,70
tomeka,wormack,nurse practitioner,19,69
margarita,mercado medina,obstetrics & gynecology,24,68
jeffrey,greenfield,neurosurgery,22,63
krystal,foree,obstetrics & gynecology,45,71
daniel,williams,emergency medicine,23,70
daniel,pauley,physical therapist in private practice,37,72
richard,owen,chiropractic,32,73
stacey,hensel,obstetrics & gynecology,40,69
robert,hausman,chiropractic,27,74
lori,bodenheimer,physician assistant,21,74
genevieve,malcolm,audiologist,36,77
chin-tsai,pong,optometry,31,71
kristen,stille,obstetrics & gynecology,27,69
melissa,jacobson,chiropractic,41,72
kara,mortifoglio,physical therapist in private practice,22,72
samia,ayub,sleep medicine,15,73
andrew,hart,physical therapist in private practice,24,73
terri,huynh,obstetrics & gynecology,30,63
zachary,voyce,chiropractic,43,69
nicolette,bigham,physician assistant,25,70
courtney,moynihan,obstetrics & gynecology,41,69
kerrianna,neilson,physical therapist in private practice,33,73
sofia,tilton,speech language pathologist,21,74
brianna,shinn,internal medicine,15,73
charlene,mackaness,nurse practitioner,31,73
amar,kelkar,hematology,12,70
sulman masood,hashmi,hospitalist,15,70
kimberly,morris,nurse practitioner,23,75
ryan,martinez,physician assistant,19,72
punyacha,crocker,nurse practitioner,15,72
joshua,jones,ophthalmology,21,72
james,barger,orthopedic surgery,28,73
shelly,barker,general surgery,18,69
kaley,meicher,physician assistant,25,69
paola,teran rodriguez,family practice,18,76
qiuxue,tan,internal medicine,29,75
haley,newman,physician assistant,15,71
anita,wong,occupational therapist in private practice,15,77
james,beasley,physical therapist in private practice,19,69
brenden,leaming,physical therapist in private practice,30,67
colin,ketchel,physical therapist in private practice,30,73
douglas,mann,cardiology,22,64
gail,bentley,hematology-oncology,26,73
russell,reid,plastic and reconstructive surgery,20,65
clay,runnels,emergency medicine,17,79
ian,wagner,chiropractic,56,74
donald,bishop,obstetrics & gynecology,33,65
paul,mazur,optometry,37,76
mercy,obeime,family practice,13,67
cora,caulfield,physician assistant,20,65
admasu,kumssa,internal medicine,19,80
yelena,goyzman,anesthesiology assistant,29,69
matt,wurst,chiropractic,37,75
catalina,vial,obstetrics & gynecology,33,68
mark,brzozowski,chiropractic,43,74
joseph,piero,certified registered nurse anesthetist (crna),31,68
hamid,haider,internal medicine,20,75
mauricio,kuri,plastic and reconstructive surgery,26,70
jeffrey,askew,chiropractic,33,69
sridhar,prasad,pulmonary disease,20,64
kenneth,osborn,chiropractic,21,72
amy,elliott,physical therapist in private practice,28,73
devika,brijlall,nurse practitioner,20,75
tariq,khasawinah,internal medicine,17,68
hillary,goodwin,emergency medicine,18,71
elizabeth,gerbic,anesthesiology,37,72
mary,dooley,nurse practitioner,12,62
candice,kutz,physician assistant,17,72
thomas,luce,physician assistant,33,75
glenn,pederson,nurse practitioner,33,71
cindi,alexander,certified registered nurse anesthetist (crna),21,71
erik,fredlund,physician assistant,16,60
andrew,geller,anesthesiology,18,74
samantha,kiecker,chiropractic,32,68
dawn,demark-buik,chiropractic,38,71
sarah,naviwala,physician assistant,24,64
jerome,scarpati,certified registered nurse anesthetist (crna),27,68
amanda,morrison,family practice,34,66
zachary,shiver,osteopathic manipulative medicine,34,68
frantz,alphonse,physician assistant,14,81
james,feimster,general surgery,19,68
owen,runion,physical therapist in private practice,30,68
joshua,hasty,chiropractic,16,74
thomas,stross,nurse practitioner,28,69
athena,todd,physician assistant,19,68
kayla,ueda,optometry,31,76
rachael,wenger,physician assistant,19,67
sarianne,stradling,physician assistant,27,75
sudip,thakar,ophthalmology,29,76
ashley,crane,nurse practitioner,22,68
anna,mitchell,physical therapist in private practice,42,72
robert,stephens,emergency medicine,17,68
marianna,wills,physician assistant,27,74
katherine,locke,chiropractic,32,73
sebastian,tosto,internal medicine,27,68
cindy,mcvey,nurse practitioner,20,75
laurel,berge,emergency medicine,19,73
willarda,edwards,internal medicine,26,74
zephron,newmark,otolaryngology,24,75
erich,wyckoff,obstetrics & gynecology,24,67
richard,klimecki,podiatry,19,78
jonathon,anderson,oral surgery (dentist only),33,73
leonard,infranco,maxillofacial surgery,20,70
michael,nowak,physician assistant,20,78
douglas,chisolm,certified registered nurse anesthetist (crna),24,75
christopher,bozarth,radiation oncology,16,75
olga,afonin,anesthesiology,43,73
joseph,hardman,internal medicine,23,69
michael,guttenplan,otolaryngology,23,68
katherine,darger,anesthesiology,17,71
myoung hee,han,optometry,27,67
rhonda,dean,chiropractic,38,72
barrett,bradley,obstetrics & gynecology,24,67
hashem,el-serag,gastroenterology,26,73
susan,mulvihill,nurse practitioner,14,82
azita,fakher,nurse practitioner,33,72
james,beck,chiropractic,29,67
terry,quan,chiropractic,42,73
beltecezar,gorospe,physician assistant,39,75
floyd,frankel,optometry,18,76
jay,desai,optometry,24,77
david,vanamberg,chiropractic,40,72
philip,corvo,general surgery,34,73
roderick,youngdahl,physical therapist in private practice,46,72
kyla,triveri,physical therapist in private practice,32,72
inconnu,jai ambe rx llc,mass immunizer roster biller,33,81
kyung,chung,maxillofacial surgery,17,71
jeanette,bauchat,anesthesiology,38,71
melanie,bradley,ophthalmology,42,71
eric,beck,emergency medicine,21,72
colton,bartels,chiropractic,41,73
kelly,montiville,obstetrics & gynecology,50,71
jose,rodriguez,urology,31,73
caroline,allison,certified registered nurse anesthetist (crna),32,75
meghan,taylor,family practice,34,73
angela,adomako,obstetrics & gynecology,27,66
mindi,jentes,chiropractic,35,72
dustin,walton,chiropractic,27,69
robert,jensen,physical therapist in private practice,21,68
christopher,sobowale,internal medicine,19,68
torey,manzi,nurse practitioner,20,75
elizabeth,bruenderman,general surgery,25,73
laura,currens,physical therapist in private practice,28,69
jennifer,kennedy,gastroenterology,34,70
john,caldwell,nurse practitioner,13,67
rebecca,brajak,physician assistant,16,69
lena,schmidt,physical therapist in private practice,41,70
shelby,mcsweeney,physical therapist in private practice,30,74
samantha,beckwith,chiropractic,36,72
julia,moran,nurse practitioner,55,67
evan,hart,physical therapist in private practice,19,67
acacia,urian,physical therapist in private practice,14,73
kayla,kennedy,occupational therapist in private practice,20,71
jeffrey,bailey,nurse practitioner,24,72
courtney,faught,physician assistant,22,71
laura,tracey,physician assistant,27,72
chandni,patel,optometry,27,71
nicholas,mellum,chiropractic,24,75
nathaniel,robin,medical genetics and genomics,15,59
david,beal,obstetrics & gynecology,15,75
mai-linh,frascarelli,hospitalist,19,79
robert,epstein,chiropractic,42,72
richard,cobb,chiropractic,52,75
diane,sierens,neurosurgery,18,67
maureen,mcrae,hospice and palliative care,14,72
vikram,reddy,plastic and reconstructive surgery,20,67
michael,halupa,oral surgery (dentist only),22,70
cynthia,cox,nurse practitioner,17,68
leah,jacobsen,audiologist,25,72
greg,zarelli,neurology,20,61
kristian,mccoy,chiropractic,41,65
michael,fedele,oral surgery (dentist only),27,72
obosa,osawe,obstetrics & gynecology,32,67
shafonya,turner,anesthesiology,24,68
kristen,monk,certified registered nurse anesthetist (crna),29,66
chijioke,isinguzo,pediatric medicine,22,65
elizabeth,couch-harris,obstetrics & gynecology,25,73
lisbeth,hill,certified registered nurse anesthetist (crna),42,69
juan,quintero,plastic and reconstructive surgery,34,72
martha,vega,nurse practitioner,18,74
kathryn,allen,certified registered nurse anesthetist (crna),25,73
danielle,claypool,anesthesiology,19,70
brett,bowser,chiropractic,29,69
judith,turpen,nurse practitioner,17,70
diane,roach,certified clinical nurse specialist,14,74
andrea,kuchler,physician assistant,18,76
alessandra,williamson,nurse practitioner,35,72
shala,sadiq,physician assistant,14,78
kirsten,hendricks,physical therapist in private practice,43,73
priya,deka,obstetrics & gynecology,18,70
sonia,cotto,certified registered nurse anesthetist (crna),16,79
delanie,letard,physical therapist in private practice,38,74
robert,stuckey,licensed clinical social worker,15,73
daniel,martinez guzman,obstetrics & gynecology,16,69
kevin,pust,physical therapist in private practice,18,71
lindsey,poteet,certified registered nurse anesthetist (crna),26,63
niyyah,ruscher-haqq,nurse practitioner,14,77
michelle,sreter,obstetrics & gynecology,29,60
jonathan,leong,hospitalist,20,75
stephanie,branchaud,physical therapist in private practice,35,73
layana,biglow,internal medicine,15,67
camille,imbo nloga,obstetrics & gynecology,21,69
lauren,wysocki,physician assistant,16,68
kenneth,ellul,chiropractic,34,70
maysam,altafi,physician assistant,12,79
jerry,dang,general surgery,13,67
joona,lee,nurse practitioner,15,74
nikki,gonzalez,optometry,28,73
micaela,galley,occupational therapist in private practice,21,74
jaclyn,johnson,physician assistant,18,69
jillian,kelly,nurse practitioner,21,72
mary,ordway,physical therapist in private practice,31,77
olexandra,skulskaya,anesthesiology assistant,23,72
craig,tillman,physical therapist in private practice,20,71
maria,santana,internal medicine,24,75
mohammad,siddiqui,anesthesiology,22,77
julia,ai,dermatology,19,69
larissa,dibella,chiropractic,20,71
donna,lavallee,audiologist,33,73
scott,harrison,ophthalmology,27,74
cathy,kessenich,nurse practitioner,26,75
george,salama,chiropractic,26,70
mark,hamilton,optometry,42,76
luanne,roberson,occupational therapist in private practice,32,71
hillary,pulse,chiropractic,35,74
hobart,cook,chiropractic,31,71
mark,castiglione,chiropractic,42,73
michael,pacold,radiation oncology,17,74
dzifa,kpodzo,plastic and reconstructive surgery,25,66
david,hendrickson,chiropractic,23,69
rosa,lee,internal medicine,18,74
diana,uglova,physician assistant,15,71
raquel,killop,certified registered nurse anesthetist (crna),31,74
zuzana,stehlikova,anesthesiology,23,70
sanja,marinkovic-dobric,optometry,41,75
lauren,millet,obstetrics & gynecology,21,71
khurram,mirza,hospitalist,16,77
wendy,schmidt,occupational therapist in private practice,41,68
anjali,sawant,obstetrics & gynecology,39,71
steven,johnson,chiropractic,48,71
michelle,gambini,optometry,44,71
kristin,tudisco,physical therapist in private practice,27,72
michael,calimano,physician assistant,14,79
lioudmila,pliss,nurse practitioner,30,72
carlyn,leahey,physician assistant,25,74
jamie,miltenberger,certified registered nurse anesthetist (crna),23,68
jason,kotun,anesthesiology assistant,14,73
andrew,agasar,chiropractic,42,71
dan,garner,general surgery,22,73
iris,trochez valladares,obstetrics & gynecology,35,71
lisa,luehman,nurse practitioner,29,71
jonathan,swanson,emergency medicine,17,70
sarah,niles,physician assistant,39,72
shannon,ng,physician assistant,16,74
nicholas,barkley,chiropractic,61,71
glenn,wellmann,physical therapist in private practice,45,73
jordan,pitt,allergy/ immunology,23,69
sagie,henig,family practice,15,60
steven,plimpton,diagnostic radiology,19,74
sarah,rider,physician assistant,15,71
erik,kust,physical therapist in private practice,19,73
diana,olivera,nurse practitioner,25,68
ariel,campbell,nurse practitioner,24,71
jeremy,gomer,internal medicine,33,74
emily,graehler,nurse practitioner,26,73
sarah,pottschmidt,nurse practitioner,24,65
sierra,zimmer,physician assistant,21,68
tyler,vaughan,chiropractic,52,73
marijah,harney-tolo,nurse practitioner,15,73
joseph,kendal,orthopedic surgery,20,77
kelsey,bukowski,nurse practitioner,33,68
erin,figgins,physician assistant,26,70
ann,tripp,physical therapist in private practice,17,73
connie,klein,nurse practitioner,21,64
navreet,sindhwani,pulmonary disease,16,73
emil,ebner,obstetrics & gynecology,27,72
michael,rothberg,internal medicine,20,72
britt,gustafson,optometry,28,74
barry,block,podiatry,24,80
margaret,masucci,chiropractic,32,71
scott,stoughton,emergency medicine,17,66
kevin,ihry,chiropractic,44,72
philip,charles,neurology,43,67
bassam,kadry,anesthesiology,15,72
josiah,tilton,anesthesiology,24,70
donna,winderl malyak,nurse practitioner,29,72
cory,groves,certified registered nurse anesthetist (crna),27,67
michael,ferderer,chiropractic,34,73
christine,mai,anesthesiology,12,61
jared,kitamura,physical therapist in private practice,35,72
rachel,fine,physical therapist in private practice,40,70
connie,kaiser,certified clinical nurse specialist,26,71
robert,serpico,physician assistant,23,70
kyle,erickson,internal medicine,25,72
kerry,krauss,obstetrics & gynecology,34,65
thomas,fissenden,otolaryngology,30,70
john,lydon,obstetrics & gynecology,40,70
zachary,wulbecker,physician assistant,22,67
steven,wallace,physician assistant,19,71
heather,milbar,dermatology,25,71
patrick,webinger,physical therapist in private practice,35,72
jeanette,schultz,nurse practitioner,28,74
benjamin,cho,optometry,25,72
eugene,shkolyar,urology,17,76
kyle,shnowski,certified registered nurse anesthetist (crna),22,74
jennifer,abbott,physician assistant,16,75
stephanie,adamo,nurse practitioner,37,68
angella,clarke,nurse practitioner,31,68
yoon kyu,sung,internal medicine,23,73
shawna,guthrie,physical therapist in private practice,46,74
mary,duncan,audiologist,27,70
ajay,hira,family practice,22,72
linh,libuit,physician assistant,24,68
joe,mcelroy,certified registered nurse anesthetist (crna),24,72
erik,friedly,nurse practitioner,25,64
jason,grygier,optometry,40,73
carolyn,meisner,physical therapist in private practice,19,74
brynn,krukemyer,physician assistant,24,69
ashley,fazendin,chiropractic,30,65
joseph,janis,certified registered nurse anesthetist (crna),21,71
chantal,deroos,physical therapist in private practice,21,73
sean,mitchell,physician assistant,23,70
bryan,bilbao,physician assistant,23,75
brandon,simpson,physician assistant,17,72
katherine,miller,nurse practitioner,27,79
daniel,freet,plastic and reconstructive surgery,18,65
matthew,swager,chiropractic,34,72
jessica,dziak,certified registered nurse anesthetist (crna),20,65
robert,harvey,plastic and reconstructive surgery,21,75
dale,stringer,maxillofacial surgery,21,67
john,gallagher,chiropractic,30,70
michael,hanson,anesthesiology,23,72
scott,sammon,chiropractic,26,68
karen,walker,certified registered nurse anesthetist (crna),24,75
sabah,kalamchi,maxillofacial surgery,35,76
elaine,ito,physical therapist in private practice,19,70
talmage,egan,anesthesiology,20,67
suzan,sigmond,licensed clinical social worker,16,71
shahrzad,tabibi,obstetrics & gynecology,40,70
aaron,kibler,certified registered nurse anesthetist (crna),18,68
james,brooks,nurse practitioner,17,75
onyi,onuoha,anesthesiology,21,67
kandice,schultz,nurse practitioner,25,69
james,palmer,obstetrics & gynecology,33,63
zebulon,wilkin,physician assistant,20,72
nataliya,malinova,certified registered nurse anesthetist (crna),38,71
kandace,kichler,general surgery,15,70
christina,zayicek,nurse practitioner,34,70
martina,castro,chiropractic,34,71
sarah,brashear,occupational therapist in private practice,66,73
dayna,soukup,physician assistant,19,67
brianne,mcandrew,certified registered nurse anesthetist (crna),39,74
jaclyn,jacobi,neurology,18,68
nicholas,ward,general surgery,14,70
abigail,orlowski,nurse practitioner,15,68
kelsey,grimm,physician assistant,31,73
ashley,blasi,family practice,33,73
fiona,donegan,physician assistant,29,74
nora,martin,audiologist,31,73
allison,allen,physical therapist in private practice,32,72
katelyn,milam,physician assistant,13,75
grace,miller,physician assistant,22,74
lindsay,bryant,nurse practitioner,18,69
kelly,bruce,gynecological oncology,16,71
saira,amjed,internal medicine,28,73
emily,spann,obstetrics & gynecology,23,69
meghan,rowland,physician assistant,18,70
daniel,hagan,occupational therapist in private practice,20,70
suneel,varma,neurology,13,71
mi,tran,internal medicine,24,71
margaret,salinger,internal medicine,21,75
ian,markowitz,physician assistant,14,77
elizabeth,sacco,certified registered nurse anesthetist (crna),18,71
amy,connell,nurse practitioner,19,64
valerie,copits,occupational therapist in private practice,24,68
