player_name,standardized_club
Borja Valero,Villarreal
Cristóbal Márquez,Villarreal
Juan Carlos,Villarreal
Javier Matilla,Villarreal
José Manuel Catalá,Villarreal
Joan Oriol,Villarreal
Marco Ruben,Villarreal
Jefferson Montero,Villarreal
Mateo Musacchio,Villarreal
Sebastián Eguren,Villarreal
Jozy Altidore,Villarreal
Leonardo Sigali,Villarreal
Diego Godín,Villarreal
Joseba Llorente,Villarreal
Damián Escudero,Villarreal
David Fuster,Villarreal
Leonardo Sigali,Villarreal
Javi Venta,Villarreal
Sebastián Eguren,Villarreal
Ariel Ibagaza,Villarreal
Iván Marcano,Villarreal
Robert Pirès,Villarreal
Roberto Soldado,Valencia
Tino Costa,Valencia
Mehmet Topal,Valencia
Aritz Aduriz,Valencia
Marius Stankevicius,Valencia
Sofiane Feghouli,Valencia
Ricardo Costa,Valencia
Ignacio González,Valencia
Aarón Ñíguez,Valencia
Asier del Horno,Valencia
Hugo Viana,Valencia
Renan,Valencia
Sunny,Valencia
Vicente Guaita,Valencia
David Villa,Valencia
David Silva,Valencia
Nikola Zigic,Valencia
Alexis Ruano,Valencia
Carlos Marchena,Valencia
Renan,Valencia
Arturo Navarro,Valencia
Hugo Viana,Valencia
Aarón Ñíguez,Valencia
Asier del Horno,Valencia
Ignacio González,Valencia
Míchel Herrero,Valencia
Rubén Baraja,Valencia
Filipe Luís,Atlético Madrid
Diego Godín,Atlético Madrid
Mario Suárez,Atlético Madrid
Diego Costa,Atlético Madrid
Fran Mérida,Atlético Madrid
Rubén Pérez,Atlético Madrid
Roberto,Atlético Madrid
José Manuel Jurado,Atlético Madrid
Roberto,Atlético Madrid
Eduardo Salvio,Atlético Madrid
Mariano Pernía,Atlético Madrid
Pablo Ibáñez,Atlético Madrid
Rubén Pérez,Atlético Madrid
Leandro Cabrera,Atlético Madrid
Ibrahima Balde,Atlético Madrid
Joseba Llorente,Real Sociedad
Diego Ifrán,Real Sociedad
Jeffrey Sarpong,Real Sociedad
Paco Sutil,Real Sociedad
Raúl Tamudo,Real Sociedad
Toño,Real Sociedad
Asier Illarramendi,Real Sociedad
Asier Riesgo,Real Sociedad
Iñigo Sarasola,Real Sociedad
Iosu Esnaola,Real Sociedad
Iosu Esnaola,Real Sociedad
Sergio Rodríguez,Real Sociedad
Johnatan Estrada,Real Sociedad
Emilio Nsue,Real Sociedad
Franck Songo'o,Real Sociedad
Carlos Bueno,Real Sociedad
Ángel Di María,Real Madrid
Mesut Özil,Real Madrid
Sami Khedira,Real Madrid
Pedro León,Real Madrid
Ricardo Carvalho,Real Madrid
Sergio Canales,Real Madrid
Rafael van der Vaart,Real Madrid
Christoph Metzelder,Real Madrid
Guti,Real Madrid
Raúl,Real Madrid
Royston Drenthe,Real Madrid
Tiberio Guarente,Sevilla
Alexis Ruano,Sevilla
Martín Cáceres,Sevilla
Luca Cigarini,Sevilla
Mouhamadou Dabo,Sevilla
Antonio Luna,Sevilla
Rodri Ríos,Sevilla
José Carlos,Sevilla
José Crespo,Sevilla
Emiliano Armenteros,Sevilla
Arouna Koné,Sevilla
Javier Chevantón,Sevilla
David Prieto,Sevilla
Alejandro Alfaro,Sevilla
Adriano,Sevilla
Sébastien Squillaci,Sevilla
Renato,Sevilla
Aldo Duscher,Sevilla
Lolo,Sevilla
Javier Chevantón,Sevilla
José Crespo,Sevilla
David Prieto,Sevilla
Tom De Mul,Sevilla
Emiliano Armenteros,Sevilla
Juan Cala,Sevilla
Marius Stankevicius,Sevilla
Dejan Lekic,Osasuna
Fernando Soriano,Osasuna
Asier Riesgo,Osasuna
Damià,Osasuna
Lolo,Osasuna
Nélson,Osasuna
Nacho Zabal,Osasuna
Kike Sola,Osasuna
Nicolás Medina,Osasuna
César Azpilicueta,Osasuna
Dady,Osasuna
Roberto Fernández,Osasuna
Ludovic Delporte,Osasuna
Jokin Esparza,Osasuna
Jon Echaide,Osasuna
Jorge Galán,Osasuna
Andrés Fernández,Osasuna
Rovérsio,Osasuna
Jonathan de Guzmán,Mallorca
Edson Ratinho,Mallorca
João Victor,Mallorca
Fernando Cavenaghi,Mallorca
Kevin García,Mallorca
Pau Cendrós,Mallorca
Sergio Tejera,Mallorca
Sergi Enrich,Mallorca
Tomás Pina,Mallorca
Michaël Pereira,Mallorca
Emilio Nsue,Mallorca
Óscar Díaz,Mallorca
Martí Crespí,Mallorca
Óscar Trejo,Mallorca
Javi Guerra,Mallorca
Juanmi Callejón,Mallorca
Aritz Aduriz,Mallorca
Mario Suárez,Mallorca
Javi Guerra,Mallorca
Fernando Varela,Mallorca
Bruno China,Mallorca
Josemi,Mallorca
Julio Álvarez,Mallorca
Nauzet Pérez,Mallorca
Juanmi Callejón,Mallorca
Óscar Trejo,Mallorca
Óscar Díaz,Mallorca
Alhassane Keita,Mallorca
Borja Valero,Mallorca
Felipe Mattioni,Mallorca
Paulo Pezzolano,Mallorca
David Villa,Barcelona
Javier Mascherano,Barcelona
Adriano,Barcelona
Aleksandr Hleb,Barcelona
Martín Cáceres,Barcelona
Keirrison,Barcelona
Víctor Sánchez,Barcelona
Yaya Touré,Barcelona
Dmytro Chygrynskyi,Barcelona
Zlatan Ibrahimovic,Barcelona
Aleksandr Hleb,Barcelona
Martín Cáceres,Barcelona
Thierry Henry,Barcelona
Rafael Márquez,Barcelona
Keirrison,Barcelona
Víctor Sánchez,Barcelona
Mikel San José,Athletic Bilbao
Raúl Fernández,Athletic Bilbao
Jon Aurtenetxe,Athletic Bilbao
Iñigo Pérez,Athletic Bilbao
Mikel Balenziaga,Athletic Bilbao
Ander Murillo,Athletic Bilbao
Xabi Etxeita,Athletic Bilbao
Iñaki Muñoz,Athletic Bilbao
Fran Yeste,Athletic Bilbao
Xabi Etxeita,Athletic Bilbao
Ander Murillo,Athletic Bilbao
Iban Zubiaurre,Athletic Bilbao
Iñigo Díaz de Cerio,Athletic Bilbao
Joseba Etxeberria,Athletic Bilbao
Armando Ribeiro,Athletic Bilbao
Mikel San José,Athletic Bilbao
Elias,Atlético Madrid
Juanfran Torres,Atlético Madrid
Koke,Atlético Madrid
Ignacio Camacho,Atlético Madrid
Simão,Atlético Madrid
Juanito,Atlético Madrid
Sergio Asenjo,Atlético Madrid
Jonas,Valencia
Ignacio González,Valencia
Manuel Fernandes,Valencia
Sunny,Valencia
Sofiane Feghouli,Valencia
Mubarak Wakaso,Villarreal
Cicinho,Villarreal
Mario Gaspar,Villarreal
Leandro Somoza,Villarreal
Leandro Somoza,Villarreal
Jefferson Montero,Villarreal
Cristóbal Márquez,Villarreal
Jozy Altidore,Villarreal
Juanito,Almería
Antonio Luna,Almería
Sofiane Feghouli,Almería
Guilherme Santos,Almería
Baltasar Rigo,Almería
Miguel Ángel Nieto,Almería
Guilherme Santos,Almería
Diego Váleri,Almería
Eugen Polanski,Getafe
Eugen Polanski,Getafe
Jesús Dátolo,Barcelona
Víctor Ruiz,Barcelona
Dídac Vilà,Barcelona
Wellington Baroni,Barcelona
Ferrán Corominas,Barcelona
Jesús Dátolo,Barcelona
Vadim Demidov,Real Sociedad
Iosu Esnaola,Real Sociedad
Borja Viguera,Real Sociedad
Ibrahim Afellay,Barcelona
Andreu Fontàs,Barcelona
Akihiro Ienaga,Mallorca
Alhassane Keita,Mallorca
Alhassane Keita,Mallorca
Tuni,Mallorca
Edson Ratinho,Mallorca
Fernando Cavenaghi,Mallorca
Álvaro Cejudo,Osasuna
Ferrán Corominas,Osasuna
Juanfran Torres,Osasuna
Nicolás Medina,Osasuna
Gary Medel,Sevilla
Ivan Rakitic,Sevilla
Luís Fabiano,Sevilla
Abdoulay Konko,Sevilla
Antonio Luna,Sevilla
José Carlos,Sevilla
Emmanuel Adebayor,Real Madrid
Mahamadou Diarra,Real Madrid
Urko Vera,Athletic Bilbao
Borja Ekiza,Athletic Bilbao
Iñigo Díaz de Cerio,Athletic Bilbao
Iñigo Pérez,Athletic Bilbao
Ion Vélez,Athletic Bilbao
Pablo Sarabia,Getafe
Tsepo Masilela,Getafe
Dani Güiza,Getafe
Míchel Madera,Getafe
Juan Rodríguez,Getafe
Alberto Lopo,Getafe
Mehdi Lacen,Getafe
Diego Castro,Getafe
Pedro León,Getafe
Juan Valera,Getafe
Miguel Ángel Moyá,Getafe
Michelangelo Albertazzi,Getafe
Rubén Pérez,Getafe
Abdelaziz Barrada,Getafe
Ibrahim Kas,Getafe
Miguel Pallardó,Getafe
Dani Parejo,Getafe
Derek Boateng,Getafe
Manu del Moral,Getafe
Juan Albín,Getafe
Miguel Pallardó,Getafe
Ibrahim Kas,Getafe
Mario Abrante,Getafe
Borja Fernández,Getafe
Javier Arizmendi,Getafe
Adrián Sardinero,Getafe
Víctor Sánchez,Getafe
Iván Marcano,Getafe
Cristián Zapata,Villarreal
Jonathan de Guzmán,Villarreal
Borja Valero,Villarreal
Ikechukwu Uche,Villarreal
Javier Camuñas,Villarreal
Florian Lejeune,Villarreal
César Sánchez,Villarreal
Hernán Pérez,Villarreal
Gerard Bordas,Villarreal
Iván Marcano,Villarreal
Cristóbal Márquez,Villarreal
Jozy Altidore,Villarreal
Jefferson Montero,Villarreal
Santi Cazorla,Villarreal
Jozy Altidore,Villarreal
Javier Matilla,Villarreal
Iván Marcano,Villarreal
Cristóbal Márquez,Villarreal
Joan Capdevila,Villarreal
Jefferson Montero,Villarreal
Nicki Bille Nielsen,Villarreal
Ikechukwu Uche,Villarreal
Juan Carlos,Villarreal
Xavier Oliva,Villarreal
Borja Valero,Villarreal
Cicinho,Villarreal
Víctor Ruiz,Valencia
Pablo Piatti,Valencia
Adil Rami,Valencia
Dani Parejo,Valencia
Diego Alves,Valencia
Sergio Canales,Valencia
Antonio Barragán,Valencia
Cristiano Figueiredo,Valencia
Paco Alcácer,Valencia
Manuel Fernandes,Valencia
Sofiane Feghouli,Valencia
Sunny,Valencia
Aarón Ñíguez,Valencia
Renan,Valencia
Míchel Herrero,Valencia
Asier del Horno,Valencia
Juan Mata,Valencia
Joaquín,Valencia
Manuel Fernandes,Valencia
Aarón Ñíguez,Valencia
Asier del Horno,Valencia
Renan,Valencia
David Navarro,Valencia
Ignacio González,Valencia
Sunny,Valencia
César Sánchez,Valencia
Alejandro Domínguez,Valencia
Miguel Ángel Moyá,Valencia
Míchel Herrero,Valencia
Vicente,Valencia
Marius Stankevicius,Valencia
Juan Albín,Barcelona
Héctor Moreno,Barcelona
Adrián Luna,Barcelona
Rui Fonte,Barcelona
Wálter Pandiani,Barcelona
Dídac Vilà,Barcelona
Romaric,Barcelona
Vladimir Weiss,Barcelona
Thievy Bifouma,Barcelona
Ferrán Corominas,Barcelona
Kiko Casilla,Barcelona
Ángel Martínez,Barcelona
Román Martínez,Barcelona
Ben Sahar,Barcelona
Milan Smiljanic,Barcelona
Daniel Osvaldo,Barcelona
José Callejón,Barcelona
Luis García,Barcelona
Aldo Duscher,Barcelona
Milan Smiljanic,Barcelona
Román Martínez,Barcelona
Ángel Martínez,Barcelona
Iván Alonso,Barcelona
David García,Barcelona
Javi Chica,Barcelona
Ferrán Corominas,Barcelona
Manu Molina,Barcelona
Ben Sahar,Barcelona
Adrián Luna,Barcelona
Iván de la Peña,Barcelona
McDonald Mariga,Real Sociedad
Carlos Vela,Real Sociedad
Liassine Cadamuro,Real Sociedad
Iñigo Martínez,Real Sociedad
Iñigo Sarasola,Real Sociedad
Iosu Esnaola,Real Sociedad
Raúl Tamudo,Real Sociedad
Diego Rivas,Real Sociedad
Iosu Esnaola,Real Sociedad
Iñigo Sarasola,Real Sociedad
Paco Sutil,Real Sociedad
Mikel Labaka,Real Sociedad
Toño,Real Sociedad
Radamel Falcao,Atlético Madrid
Arda Turan,Atlético Madrid
Sílvio,Atlético Madrid
Rúben Micael,Atlético Madrid
Gabi,Atlético Madrid
Pizzi,Atlético Madrid
Thibaut Courtois,Atlético Madrid
Miranda,Atlético Madrid
Adrián López,Atlético Madrid
Tiago Mendes,Atlético Madrid
Diego,Atlético Madrid
Dani Pacheco,Atlético Madrid
Borja Bastón,Atlético Madrid
Jorge Pulido,Atlético Madrid
Sergio Asenjo,Atlético Madrid
Ibrahima Balde,Atlético Madrid
Eduardo Salvio,Atlético Madrid
Leandro Cabrera,Atlético Madrid
Rubén Pérez,Atlético Madrid
Sergio Agüero,Atlético Madrid
David de Gea,Atlético Madrid
Elias,Atlético Madrid
Diego Forlán,Atlético Madrid
Tomas Ujfalusi,Atlético Madrid
Ibrahima Balde,Atlético Madrid
Borja Bastón,Atlético Madrid
Juan Valera,Atlético Madrid
Raúl García,Atlético Madrid
Leandro Cabrera,Atlético Madrid
Rubén Pérez,Atlético Madrid
Fran Mérida,Atlético Madrid
Dani Pacheco,Atlético Madrid
Rúben Micael,Atlético Madrid
Tiago Mendes,Atlético Madrid
Fábio Coentrão,Real Madrid
Raphaël Varane,Real Madrid
Nuri Sahin,Real Madrid
José Callejón,Real Madrid
Hamit Altintop,Real Madrid
Royston Drenthe,Real Madrid
Ezequiel Garay,Real Madrid
Sergio Canales,Real Madrid
Fernando Gago,Real Madrid
Pedro León,Real Madrid
Royston Drenthe,Real Madrid
Jerzy Dudek,Real Madrid
Emmanuel Adebayor,Real Madrid
Manu del Moral,Sevilla
Martín Cáceres,Sevilla
Emir Spahic,Sevilla
Coke,Sevilla
Piotr Trochowski,Sevilla
José Campaña,Sevilla
Luis Alberto,Sevilla
Bernardo Espinosa,Sevilla
José Carlos,Sevilla
Antonio Luna,Sevilla
Juan Cala,Sevilla
Tom De Mul,Sevilla
David Prieto,Sevilla
Emiliano Armenteros,Sevilla
Didier Zokora,Sevilla
Diego Capel,Sevilla
Sergio Sánchez,Sevilla
Rodri Ríos,Sevilla
Mouhamadou Dabo,Sevilla
Alejandro Alfaro,Sevilla
José Carlos,Sevilla
David Prieto,Sevilla
Arouna Koné,Sevilla
Juan Cala,Sevilla
Romaric,Sevilla
Bernardo Espinosa,Sevilla
Lautaro Acosta,Sevilla
Ivica Dragutinovic,Sevilla
Martín Cáceres,Sevilla
Luca Cigarini,Sevilla
Pedro Botelho,Rayo Vallecano
Mikel Labaka,Rayo Vallecano
Roberto Trashorras,Rayo Vallecano
Sueliton,Rayo Vallecano
Michu,Rayo Vallecano
Koke,Rayo Vallecano
Raúl Tamudo,Rayo Vallecano
Raúl Bravo,Rayo Vallecano
Jordi Figueras,Rayo Vallecano
Dani Pacheco,Rayo Vallecano
Lass Bangoura,Rayo Vallecano
Juan Quero,Rayo Vallecano
Coke,Rayo Vallecano
Borja García,Rayo Vallecano
David Aganzo,Rayo Vallecano
Brayan Angulo,Rayo Vallecano
Juan Carlos,Rayo Vallecano
Yuma,Rayo Vallecano
Juan Quero,Rayo Vallecano
Juli,Rayo Vallecano
Carlos de la Vega,Rayo Vallecano
Salva Fúnez,Rayo Vallecano
Óscar Trejo,Rayo Vallecano
Antonio Amaya,Rayo Vallecano
Emiliano Armenteros,Rayo Vallecano
Roland Lamah,Osasuna
Ibrahima Balde,Osasuna
Jukka Raitala,Osasuna
Nino,Osasuna
Marc Bertrán,Osasuna
Rubén González,Osasuna
Raúl García,Osasuna
Xavier Annunziata,Osasuna
David Timor,Osasuna
Jorge Galán,Osasuna
Jon Echaide,Osasuna
Rovérsio,Osasuna
Andrés Fernández,Osasuna
Jokin Esparza,Osasuna
Nacho Monreal,Osasuna
Javier Camuñas,Osasuna
Josetxo,Osasuna
Carlos Aranda,Osasuna
Fernando Soriano,Osasuna
Wálter Pandiani,Osasuna
Jokin Esparza,Osasuna
Krisztián Vadócz,Osasuna
Nacho Zabal,Osasuna
Jorge Galán,Osasuna
Rúper,Osasuna
Oier Sanjurjo,Osasuna
Ferrán Corominas,Osasuna
Nélson,Osasuna
Marvin Ogunjimi,Mallorca
Alejandro Alfaro,Mallorca
Pablo Cáceres,Mallorca
Chico Flores,Mallorca
Gianni Zuiverloon,Mallorca
Tomer Hemed,Mallorca
Juan Calatayud,Mallorca
Fernando Tissone,Mallorca
Edson Ratinho,Mallorca
Tuni,Mallorca
Óscar Trejo,Mallorca
Jonathan de Guzmán,Mallorca
Óscar Trejo,Mallorca
Pierre Webó,Mallorca
Rubén González,Mallorca
Ayoze Díaz,Mallorca
Germán Lux,Mallorca
Tuni,Mallorca
Enrique Corrales,Mallorca
Sergi Enrich,Mallorca
Marvin Ogunjimi,Mallorca
Roque Santa Cruz,Real Betis
Javier Matilla,Real Betis
Dusko Tosic,Real Betis
Antonio Amaya,Real Betis
Javi Chica,Real Betis
Mario Abrante,Real Betis
Fabri,Real Betis
Jefferson Montero,Real Betis
Ustaritz,Real Betis
Mariano Pavone,Real Betis
Rodri,Real Betis
Juande Prados,Real Betis
Nélson,Real Betis
Achille Emaná,Real Betis
Rodri,Real Betis
Arzu,Real Betis
Juande Prados,Real Betis
Brimah Razak,Real Betis
Israel Bascón,Real Betis
Mariano Pavone,Real Betis
David Odonkor,Real Betis
David Belenguer,Real Betis
Fernando Vega,Real Betis
Miguel Lopes,Real Betis
Rovérsio,Real Betis
Cesc Fàbregas,Barcelona
Alexis Sánchez,Barcelona
Thiago,Barcelona
Henrique,Barcelona
Aleksandr Hleb,Barcelona
Zlatan Ibrahimovic,Barcelona
Martín Cáceres,Barcelona
Víctor Sánchez,Barcelona
Keirrison,Barcelona
Zlatan Ibrahimovic,Barcelona
Bojan Krkic,Barcelona
Jeffren,Barcelona
Martín Cáceres,Barcelona
Aleksandr Hleb,Barcelona
Víctor Sánchez,Barcelona
Gabriel Milito,Barcelona
Henrique,Barcelona
Keirrison,Barcelona
Ander Herrera,Athletic Bilbao
Galder Cerrajería,Athletic Bilbao
Ibai Gómez,Athletic Bilbao
Iban Zubiaurre,Athletic Bilbao
Ion Vélez,Athletic Bilbao
Iñigo Pérez,Athletic Bilbao
Ion Vélez,Athletic Bilbao
Mikel Balenziaga,Athletic Bilbao
Urko Vera,Athletic Bilbao
Iñigo Díaz de Cerio,Athletic Bilbao
Ustaritz,Athletic Bilbao
Galder Cerrajería,Athletic Bilbao
Pablo Orbaiz,Athletic Bilbao
Alexis Ruano,Getafe
Javier Arizmendi,Getafe
Pedro Mosquera,Getafe
Pablo Pintos,Getafe
Adrián Colunga,Getafe
Michelangelo Albertazzi,Getafe
Alejandro Martinuccio,Villarreal
Gonzalo Castellani,Villarreal
Joselu,Villarreal
Gerard Bordas,Villarreal
Kalu Uche,Barcelona
Víctor Sánchez,Barcelona
Philippe Coutinho,Barcelona
Raúl Rodríguez,Barcelona
Adrián Luna,Barcelona
Jesús Dátolo,Barcelona
Carlos Kameni,Barcelona
Adrián Luna,Barcelona
Rubén Pardo,Real Sociedad
Borja Viguera,Real Sociedad
Borja Viguera,Real Sociedad
Jeffrey Sarpong,Real Sociedad
McDonald Mariga,Real Sociedad
Pizzi,Atlético Madrid
Fran Mérida,Atlético Madrid
José Antonio Reyes,Atlético Madrid
Diego Costa,Atlético Madrid
Jorge Pulido,Atlético Madrid
Joel Robles,Atlético Madrid
Pizzi,Atlético Madrid
José Antonio Reyes,Sevilla
Baba Diawara,Sevilla
Javi Hervás,Sevilla
Juan Cala,Sevilla
Martín Cáceres,Sevilla
Javi Hervás,Sevilla
Alexis Ruano,Sevilla
Emiliano Armenteros,Sevilla
Diego Costa,Rayo Vallecano
Emiliano Armenteros,Rayo Vallecano
Jorge Pulido,Rayo Vallecano
Joel Robles,Rayo Vallecano
Néstor Susaeta,Rayo Vallecano
Koke,Rayo Vallecano
Rafa García,Rayo Vallecano
Pedro Botelho,Rayo Vallecano
Jordi Figueras,Rayo Vallecano
Jorge Galán,Osasuna
Jorge Galán,Osasuna
Marvin Ogunjimi,Mallorca
Edson Ratinho,Mallorca
Akihiro Ienaga,Mallorca
Paulão,Real Betis
Momo,Real Betis
Ezequiel Calvente,Real Betis
Dusko Tosic,Real Betis
Isaac Cuenca,Barcelona
Keirrison,Barcelona
Aleksandr Hleb,Barcelona
Maxwell,Barcelona
Aleksandr Hleb,Barcelona
Keirrison,Barcelona
Aritz Aduriz,Athletic Bilbao
Isma López,Athletic Bilbao
Iago Herrerín,Athletic Bilbao
Pablo Orbaiz,Athletic Bilbao
Galder Cerrajería,Athletic Bilbao
Ustaritz,Athletic Bilbao
Iñigo Díaz de Cerio,Athletic Bilbao
Javi Martínez,Athletic Bilbao
David López,Athletic Bilbao
Galder Cerrajería,Athletic Bilbao
Pablo Orbaiz,Athletic Bilbao
Koikili,Athletic Bilbao
Igor Gabilondo,Athletic Bilbao
Iñigo Díaz de Cerio,Athletic Bilbao
Iago Herrerín,Athletic Bilbao
Iban Zubiaurre,Athletic Bilbao
Ustaritz,Athletic Bilbao
Aitor Ocio,Athletic Bilbao
Álvaro Vázquez,Getafe
Miguel Ángel Moyá,Getafe
Xavi Torres,Getafe
Ángel Lafita,Getafe
David Abraham,Getafe
Paco Alcácer,Getafe
Álvaro Arroyo,Getafe
Hugo Fraile,Getafe
Álex Pérez,Getafe
Adrián Colunga,Getafe
Pablo Pintos,Getafe
Borja Fernández,Getafe
Adrián Sardinero,Getafe
Cata Díaz,Getafe
Adrián Sardinero,Getafe
Óscar Ustari,Getafe
Pedro Ríos,Getafe
Javi Casquero,Getafe
Javier Arizmendi,Getafe
Álex Pérez,Getafe
Pablo Pintos,Getafe
Miku Fedor,Getafe
Álvaro Arroyo,Getafe
Rubén Pérez,Getafe
Tsepo Masilela,Getafe
Miguel Ángel Moyá,Getafe
Sergio Canales,Valencia
Aly Cissokho,Valencia
João Pereira,Valencia
Fernando Gago,Valencia
Jonathan Viera,Valencia
Andrés Guardado,Valencia
Nelson Valdez,Valencia
Alejandro Domínguez,Valencia
Míchel Herrero,Valencia
Miguel Ángel Moyá,Valencia
Jordi Alba,Valencia
Pablo Hernández,Valencia
Mehmet Topal,Valencia
Aritz Aduriz,Valencia
Miguel Ángel Moyá,Valencia
Alejandro Domínguez,Valencia
Hedwiges Maduro,Valencia
Ángel Dealbert,Valencia
Bruno,Valencia
Míchel Herrero,Valencia
Paco Alcácer,Valencia
Miguel,Valencia
Cristiano Figueiredo,Valencia
Sergio Canales,Valencia
Augusto Fernández,Celta Vigo
Michael Krohn-Dehli,Celta Vigo
Gustavo Cabral,Celta Vigo
Chu-young Park,Celta Vigo
Samuel Llorca,Celta Vigo
Javi Varas,Celta Vigo
Jota Peleteiro,Celta Vigo
Dani Abalo,Celta Vigo
Dimitrios Papadopoulos,Celta Vigo
Dimitrios Papadopoulos,Celta Vigo
David Catalá,Celta Vigo
Yoel Rodríguez,Celta Vigo
David Rodríguez,Celta Vigo
Jota Peleteiro,Celta Vigo
Oier Sanjurjo,Celta Vigo
Fabián Orellana,Celta Vigo
Cristhian Stuani,Barcelona
Joan Capdevila,Barcelona
Mubarak Wakaso,Barcelona
Simão,Barcelona
Diego Colotto,Barcelona
Sergio Tejera,Barcelona
Samuele Longo,Barcelona
Christian Alfonso,Barcelona
Cristian Gómez,Barcelona
Dani Nieto,Barcelona
Adrián Luna,Barcelona
Manu Molina,Barcelona
Ben Sahar,Barcelona
Álvaro Vázquez,Barcelona
Kalu Uche,Barcelona
Javi Márquez,Barcelona
Ben Sahar,Barcelona
Manu Molina,Barcelona
Dani Nieto,Barcelona
Wálter Pandiani,Barcelona
Thievy Bifouma,Barcelona
Jordi Amat,Barcelona
Adrián Luna,Barcelona
Philippe Coutinho,Barcelona
Romaric,Barcelona
Vladimir Weiss,Barcelona
Dídac Vilà,Barcelona
Carlos Vela,Real Sociedad
Chory Castro,Real Sociedad
Yuri Berchiche,Real Sociedad
Cote,Real Sociedad
Javi Ros,Real Sociedad
Borja Viguera,Real Sociedad
Jeffrey Sarpong,Real Sociedad
Vadim Demidov,Real Sociedad
Yuri Berchiche,Real Sociedad
Borja Viguera,Real Sociedad
Joseba Llorente,Real Sociedad
Jeffrey Sarpong,Real Sociedad
Mikel Aranburu,Real Sociedad
Carlos Vela,Real Sociedad
Cata Díaz,Atlético Madrid
Domingo Cisma,Atlético Madrid
Cristian Rodríguez,Atlético Madrid
Emre Belözoglu,Atlético Madrid
Joel Robles,Atlético Madrid
Jorge Pulido,Atlético Madrid
Diego Costa,Atlético Madrid
Leandro Cabrera,Atlético Madrid
Rubén Pérez,Atlético Madrid
Borja Bastón,Atlético Madrid
Dani Pacheco,Atlético Madrid
Rúben Micael,Atlético Madrid
Raúl García,Atlético Madrid
Eduardo Salvio,Atlético Madrid
Álvaro Domínguez,Atlético Madrid
Fran Mérida,Atlético Madrid
Paulo Assunção,Atlético Madrid
Antonio López,Atlético Madrid
Luis Amaranto Perea,Atlético Madrid
Borja Bastón,Atlético Madrid
Pizzi,Atlético Madrid
Rubén Pérez,Atlético Madrid
Rúben Micael,Atlético Madrid
Leandro Cabrera,Atlético Madrid
Diego,Atlético Madrid
Dani Pacheco,Atlético Madrid
Luka Modric,Real Madrid
Michael Essien,Real Madrid
Sergio Canales,Real Madrid
Fernando Gago,Real Madrid
Royston Drenthe,Real Madrid
Esteban Granero,Real Madrid
Sergio Canales,Real Madrid
Lassana Diarra,Real Madrid
Nuri Sahin,Real Madrid
Hamit Altintop,Real Madrid
Fernando Gago,Real Madrid
Royston Drenthe,Real Madrid
Geoffrey Kondogbia,Sevilla
Diego López,Sevilla
Alberto Botía,Sevilla
Cicinho,Sevilla
Hedwiges Maduro,Sevilla
Emiliano Armenteros,Sevilla
Martín Cáceres,Sevilla
Javi Hervás,Sevilla
Bernardo Espinosa,Sevilla
Romaric,Sevilla
Arouna Koné,Sevilla
Lautaro Acosta,Sevilla
Martín Cáceres,Sevilla
Luis Alberto,Sevilla
Romaric,Sevilla
Julien Escudé,Sevilla
Emiliano Armenteros,Sevilla
Arouna Koné,Sevilla
Frédéric Kanouté,Sevilla
Lautaro Acosta,Sevilla
Tiberio Guarente,Sevilla
